init_query	rep_query	sys_num	sys_name
справочная система	Справочная система 	 1 	 Система Бухгалтер  
справочная система	Справочная система 	 2 	 Система Кадры  
справочная система	Справочная система 	 3 	 Система Юрист  
справочная система	Справочная система 	 4 	 Система Финансист  
справочная система	Справочная система 	 5 	 Система Госзаказ  
справочная система	Справочная система 	 6 	 Система Охрана труда  
справочная система	Справочная система 	 7 	 Система Образование  
справочная система	Справочная система 	 8 	 Система Медицина  
справочная система	Справочная система 	 9 	 Система Культура  
справочная система	Справочная система 	 10 	 Система Управление многоквартирным домом  
справочная система	Справочная система 	 11 	 Система Генеральный директор  
справочная система	Справочная система 	 12 	 Система Продажи  
справочная система	Справочная система 	 13 	 Система Экология  
справочная система	Справочная система 	 14 	 Система Промбезопасность  
справочная система	Справочная система 	 15 	 Система Госфинансы  
как встать на воинский учет	как встать на воинский учет 	 2 	 Система Кадры
ефс-1 при переводе на дистанционную работу, сроки сдачи отчета ефс-1	ефс-1 при переводе на дистанционную работу, сроки сдачи отчета ефс-1 	 2 	 Система Кадры
уволенный работник не может прийти за трудовой, кому из родственников и по каким документам можно отдать трудовую книжку?	Уволенный работник не может прийти за трудовой, кому из родственников и по каким документам можно отдать трудовую книжку? 	 2 	 Система Кадры
пункт 8 части 1 статьи 77 приказ на увольнение	пункт 8 части 1 статьи 77 приказ на увольнение 	 2 	 Система Кадры
журнал испытания станков	журнал испытания станков 	 14 	 Система Промбезопасность
специалист по подготовки и проведения ремонтов профстандарт гидроэлектростанции	Вопрос: специалист по подготовки и проведения ремонтов профстандарт гидроэлектростанции 	 14 	 Система Промбезопасность
увольнение	увольнение 	 2 	 Система Кадры
памятка. рекомендации роскомнадзора, которые помогут избежать утечки персональных данных	Вопрос: памятка. рекомендации роскомнадзора, которые помогут избежать утечки персональных данных 	 3 	 Система Юрист
работник вышел на работу до закрытия больничного	работник вышел на работу до закрытия больничного 	 2 	 Система Кадры
служба по контракту на сво входит в трудовую деятельность	Вопрос: служба по контракту на свою входит в трудовую деятельность 	 2 	 Система Кадры
как подавать отчет по стаж с 2023	как подавать отчет по стаж с 2023 	 2 	 Система Кадры
положение о сдельно-премиальной системе оплаты труда	положение о сдельно-премиальной системе оплаты труда 	 2 	 Система Кадры
список мероприятий который должен быть выполнен в соответствии с законодательством испдн 4 уровня защищенности	Система Охрана труда 	 6 	 Система Охрана труда
работа во вредных условия труда инвалида первой группы	работа во вредных условиях труда инвалида первой группы 	 6 	 Система Охрана труда
отпуск участнику боевых действий	отпуск участнику боевых действий 	 2 	 Система Кадры
федеральный закон от 26.02.1997 n 31-фз о мобилизационной подготовке и мобилизации в российской федерации	Вопрос: федеральный закон от 26.02.1997 n 31-фз о мобилизационной подготовке и мобилизации в российской федерации 	 3 	 Система Юрист
если сотрудник отказывается от перевода	если сотрудник отказывается от перевода 	 2 	 Система Кадры
больничный признан необоснованно выданный нужен ли приказ	больничный признан необоснованно выданный нужен ли приказ 	 2 	 Система Кадры
донорская справка	Вопрос: донорская справка 	 8 	 Система Медицина
как открыть кофейню	Вопрос: как открыть кофейню 	 11 	 Система Генеральный директор
оплата ученических отпусков	оплата ученических отпусков 	 2 	 Система Кадры
работа водителя в экипаже	Вопрос: работа водителя в экипаже 	 10 	 Система Управление многоквартирным домом
рабочее место это	Вопрос: рабочее место это 	 2 	 Система Кадры
размер пособия по беременности и родам	Размер пособия по беременности и родам 	 2 	 Система Кадры
отзыв из отпуска	Отзыв из отпуска 	 2 	 Система Кадры
частях 2 и 3 статьи 14 трудового кодекса	Вопрос: частях 2 и 3 статьи 14 трудового кодекса 	 2 	 Система Кадры
дополнительный отпуск , если ребенок инвалид	Дополнительный отпуск, если ребенок инвалид 	 2 	 Система Кадры
приняли госслужащего	Приняли госслужащего 	 2 	 Система Кадры
секретарь	Система Кадры 	 2 	 Система Кадры
считается ли трудовой стаж для больничного работа в белоруссии	Вопрос: считается ли трудовой стаж для больничного работа в белоруссии 	 2 	 Система Кадры
может ли инвалид 1 группы работать пол совместительству	может ли инвалид 1 группы работать пол совместительству 	 2 	 Система Кадры
система оценки по показателям эффективности	Система оценки по показателям эффективности 	 4 	 Система Финансист
можно ли работнику дать отгул или отпуск без сохранения	можно ли работнику дать отгул или отпуск без сохранения 	 2 	 Система Кадры
как проставить в табеле отгул за работу в выходной день	как проставить в табеле отгул за работу в выходной день 	 2 	 Система Кадры
153 тк рф	Вопрос: 153 тк рф 	 2 	 Система Кадры
замещение должностная инструкция	Замещение должностная инструкция 	 2 	 Система Кадры
устанавливается ли испытательный срок при переводе	Вопрос: устанавливается ли испытательный срок при переводе 	 2 	 Система Кадры
как установить режим рабочего времени медицинскому работнику	как установить режим рабочего времени медицинскому работнику 	 8 	 Система Медицина
с 1 марта 2025 за наставничество	Вопрос: с 1 марта 2025 за наставничество 	 2 	 Система Кадры
приказ о вызове в военкомат по повестке	Приказ о вызове в военкомат по повестке 	 2 	 Система Кадры
нужно ли в приказе указывать адрес дистанционной работы	Вопрос: нужно ли в приказе указывать адрес дистанционной работы 	 2 	 Система Кадры
реестр иностранцев	Вопрос: реестр иностранцев 	 3 	 Система Юрист
23200000-19756	Вопрос: 23200000-19756 	 11 	 Система Генеральный директор
отстранение от работы	Вопрос: отстранение от работы 	 2 	 Система Кадры
7. постановление правительства российской федерации от 26.12.2024 № 1899. о реестре контролируемых лиц	Вопрос: 7. постановление правительства российской федерации от 26.12.2024 № 1899. о реестре контролируемых лиц 	 3 	 Система Юрист
нет снилс	нет снилс 	 2 	 Система Кадры
новое с 1 марта 2025	Вопрос: новое с 1 марта 2025 	 1 	 Система Бухгалтер
образец приказа на отмену командировки	Образец приказа на отмену командировки 	 2 	 Система Кадры
прогул	Вопрос: прогул 	 2 	 Система Кадры
инсайдерская информация	Вопрос: инсайдерская информация 	 3 	 Система Юрист
изменение в оплате действия	Изменение в оплате действия 	 1 	 Система Бухгалтер
в каких случаях работодатель имеет право отказать в отпуске	Вопрос: в каких случаях работодатель имеет право отказать в отпуске 	 2 	 Система Кадры
перевод с одного класса условий на другой заявление	Вопрос: перевод с одного класса условий на другой заявление 	 2 	 Система Кадры
двойной налоговый вычет форма заявления	Двойной налоговый вычет форма заявления 	 1 	 Система Бухгалтер
больничный по уходу за ребенком сколько дней оплачивает	больничный по уходу за ребенком сколько дней оплачивает 	 2 	 Система Кадры
подсобный рабочий еткс	Вопрос: подсобный рабочий еткс 	 2 	 Система Кадры
приказ о ответственных за ведение табеля	Приказ о ответственных за ведение табеля 	 2 	 Система Кадры
драфт	Вопрос: драфт 	 3 	 Система Юрист
самая сильная стратегия подбора. кейс sbs consulting, компании, которая поборола кадровый голод, привлекая студентов	Вопрос: самая сильная стратегия подбора. кейс sbs consulting, компании, которая поборола кадровый голод, привлекая студентов 	 2 	 Система Кадры
49.1 тк рф поправки от 08.12.2020 № 407-фз	Вопрос: 49.1 тк рф поправки от 08.12.2020 № 407-фз 	 2 	 Система Кадры
признание недействительной записи об увольнении	признание недействительной записи об увольнении 	 2 	 Система Кадры
можно ли копить в течение года дни отпуска по уходу за ребенком-инвалидом	Можно ли копить в течение года дни отпуска по уходу за ребенком-инвалидом 	 2 	 Система Кадры
должностная инструкция заместителя начальника тэц	Вопрос: должностная инструкция заместителя начальника тэц 	 14 	 Система Промбезопасность
комплектация аптечек	Комплектация аптечек 	 8 	 Система Медицина
при переводе с одновременным допуском к самостоятельной работе	При переводе с одновременным допуском к самостоятельной работе 	 2 	 Система Кадры
структура собеседования	Вопрос: структура собеседования 	 2 	 Система Кадры
приказ № 342н	Приказ № 342н 	 2 	 Система Кадры
постановление № 1708	Вопрос: постановление № 1708 	 5 	 Система Госзаказ
заявление сотрудника о том что он не состоял на государственной или муниципальной службе	заявление сотрудника о том что он не состоял на государственной или муниципальной службе 	 2 	 Система Кадры
запрет сокращения	Вопрос: запрет сокращения 	 2 	 Система Кадры
увольнение генерального директора	увольнение генерального директора 	 11 	 Система Генеральный директор
kpi менеджер по персоналу	kpi менеджер по персоналу 	 2 	 Система Кадры
застрахованные сведения сэдо	Вопрос: застрахованные сведения сэдо 	 1 	 Система Бухгалтер
документы при увольнении	Документы при увольнении 	 2 	 Система Кадры
электронный больничный если сотрудник работал	электронный больничный если сотрудник работал 	 2 	 Система Кадры
как заполнить код режима работы в отчете ефс-1	как заполнить код режима работы в отчете ефс-1 	 2 	 Система Кадры
должностная инструкция ведущего технолога	должностная инструкция ведущего технолога 	 4 	 Система Финансист
уведомление о смене режима оплаты труда	уведомление о смене режима оплаты труда 	 2 	 Система Кадры
переработка при ненормированном рабочем дне	переработка при ненормированном рабочем дне 	 2 	 Система Кадры
трудовая книжка госслужащего	трудовая книжка госслужащего 	 2 	 Система Кадры
ндс налоговый агент	ндс налоговый агент 	 1 	 Система Бухгалтер
отыз из отпуска без сохранения	отыз из отпуска без сохранения 	 2 	 Система Кадры
приказе минздрава россии от 18.12.2015 № 933н	Приказе минздрава россии от 18.12.2015 № 933н 	 8 	 Система Медицина
какие электронные подписи вохможно использовать	Вопрос: какие электронные подписи возможно использовать 	 3 	 Система Юрист
какие документы нужны для выплаты единовременного пособия по рождению ребенка	какие документы нужны для выплаты единовременного пособия по рождению ребенка 	 2 	 Система Кадры
работник не вернул трудовую книжку работодателю	Вопрос: работник не вернул трудовую книжку работодателю 	 2 	 Система Кадры
служебная записка о повышении зарплаты	Служебная записка о повышении зарплаты 	 2 	 Система Кадры
приказ о снижении премии	Приказ о снижении премии 	 2 	 Система Кадры
период ухода за лицом , достигшим возраста 80 лет входит	Ответ: период ухода за лицом, достигшим возраста 80 лет входит 	 2 	 Система Кадры
кирсанова	Вопрос: кирсанова 	 3 	 Система Юрист
стандартные налоговые вычеты 2025 на сотрудников	Стандартные налоговые вычеты 2025 на сотрудников 	 1 	 Система Бухгалтер
затраты на фитнес сотрудникам	Вопрос: затраты на фитнес сотрудникам 	 2 	 Система Кадры
оплата за дистанционную	оплата за дистанционную 	 2 	 Система Кадры
тепличник окз	Вопрос: тепличник окз 	 8 	 Система Медицина
как оформить прием на работу сотрудника-иностранца проживающего вне россии	как оформить прием на работу сотрудника-иностранца проживающего вне россии 	 2 	 Система Кадры
план работы по осуществлению воинского учета и бронирования граждан отметка о выполнении	план работы по осуществлению воинского учета и бронирования граждан отметка о выполнении 	 2 	 Система Кадры
срок хранения карточек т-2 военно-учетная работа	Срок хранения карточек т-2 военно-учетная работа 	 2 	 Система Кадры
правила внутреннего трудового	Вопрос: правила внутреннего трудового 	 2 	 Система Кадры
почетная грамота министерства строительства	Вопрос: почетная грамота министерства строительства 	 3 	 Система Юрист
дополнительный оплачиваемый выходной по уходу за ребенком инвалидом в табеле	дополнительный оплачиваемый выходной по уходу за ребенком инвалидом в табеле 	 2 	 Система Кадры
по каким основаниям можно уволить сотрудника иностранца	по каким основаниям можно уволить сотрудника иностранца 	 2 	 Система Кадры
как прописать технологические перерывы водителям	как прописать технологические перерывы водителям 	 2 	 Система Кадры
может ли сотрудница находящаяся в отпуске по уходу за ребенком взять отпуск	может ли сотрудница находящаяся в отпуске по уходу за ребенком взять отпуск 	 2 	 Система Кадры
ненормированность и сверхурочная работа	Вопрос: ненормированность и сверхурочная работа 	 2 	 Система Кадры
может ли индивидуальный предприниматель устроиться по трудовому договору	может ли индивидуальный предприниматель устроиться по трудовому договору 	 3 	 Система Юрист
дополнительное соглашение об изменении паспорта	Вопрос: дополнительное соглашение об изменении паспорта 	 3 	 Система Юрист
режим чтс, кто	Вопрос: режим чтс, кто 	 2 	 Система Кадры
карта ф. 10 для офицеров	Карта ф. 10 для офицеров 	 3 	 Система Юрист
аналогичные разъяснения содержатся в письме минтруда россии от 01.09.2021 № 14-6/оог-8378, письме минздравсоцразвития россии от 13 октября 2011 № 22-2/377333-782 и письме минтруда россии от	Вопрос: аналогичные разъяснения содержатся в письме минтруда россии от 01.09.2021 № 14-6/оог-8378, письме минздравсоцразвития россии от 13 октября 2011 № 22-2/377333-782 и письме минтруда россии от 	 2 	 Система Кадры
прием несовершеннолетнего	прием несовершеннолетнего 	 2 	 Система Кадры
что делать, если сотрудник вышел с декрета досрочно	что делать, если сотрудник вышел с декрета досрочно 	 2 	 Система Кадры
документы с персональными данными по электронной почте	Вопрос: документы с персональными данными по электронной почте 	 3 	 Система Юрист
компенсация за ненормированный рабочий день	компенсация за ненормированный рабочий день 	 2 	 Система Кадры
признание договора с самозанятым договором гпх	признание договора с самозанятым договором гпх 	 3 	 Система Юрист
имеет ли право работник после подписания документов о временном переводе в другой цех отказаться от перевода в другое подразделение если ему тяжело там работать	Вопрос: имеет ли право работник после подписания документов о временном переводе в другой цех отказаться от перевода в другое подразделение если ему тяжело там работать 	 2 	 Система Кадры
можно ли проводить осмотр работников и их личных вещей службой охраны на данной территории?	можно ли проводить осмотр работников и их личных вещей службой охраны на данной территории? 	 6 	 Система Охрана труда
введение простоя	Вопрос: введение простоя 	 2 	 Система Кадры
образец протокола общего собрания организации по выборам	Вопрос: образец протокола общего собрания организации по выборам 	 3 	 Система Юрист
пункт 1 части первой статьи 77 трудового кодекса российской федерации	Вопрос: пункт 1 части первой статьи 77 трудового кодекса российской федерации 	 2 	 Система Кадры
нужно ли прерывать отпуск по уходу за ребенком	нужно ли прерывать отпуск по уходу за ребенком 	 2 	 Система Кадры
работа во вредных условия труда инвалида 1 группы	Работа во вредных условиях труда инвалида 1 группы 	 6 	 Система Охрана труда
на сколько оформляется договор с иностранным гражданином	Вопрос: на сколько оформляется договор с иностранным гражданином 	 3 	 Система Юрист
прием участников сво	Вопрос: прием участников своего мероприятия 	 2 	 Система Кадры
ефс-1 отпуск по уходу за ребенком	ефс-1 отпуск по уходу за ребенком 	 2 	 Система Кадры
на основании частей 3, 4 статьи 103 трудового кодекса	Вопрос: на основании частей 3, 4 статьи 103 трудового кодекса 	 2 	 Система Кадры
как оплачиваются дни по повестке в суд	как оплачиваются дни по повестке в суд 	 3 	 Система Юрист
если сотрудник прописан и состоит на учете в военкомате в другом городе	если сотрудник прописан и состоит на учете в военкомате в другом городе 	 2 	 Система Кадры
начальник службы охраны труда	начальник службы охраны труда 	 6 	 Система Охрана труда
если сотрудник подписал трудовой договор в кэдо, каким образом отразить в пвтр выдачу второго экземпляра на руки	Если сотрудник подписал трудовой договор в КЭДО, каким образом отразить в ПВТР выдачу второго экземпляра на руки 	 2 	 Система Кадры
матрица ответственности	Вопрос: матрица ответственности 	 11 	 Система Генеральный директор
возврат займа в кассу предприятия сотрудникам	возврат займа в кассу предприятия сотрудникам 	 2 	 Система Кадры
отпуск до в новосибирске	отпуск до в новосибирске 	 2 	 Система Кадры
приказ о кадровом переводе постоянно	Приказ о кадровом переводе постоянно 	 2 	 Система Кадры
можно ли отменить отпуск сотруднику если он подал заявление на увольнение	можно ли отменить отпуск сотруднику если он подал заявление на увольнение 	 2 	 Система Кадры
запись в тк перевод с временной работы на постоянную	Запрос: запись в тк перевод с временной работы на постоянную 	 2 	 Система Кадры
срок хранения карточки 10 по воинскому учету	Вопрос: срок хранения карточки 10 по воинскому учету 	 2 	 Система Кадры
постановлением правительства рф от 16.04.2003 № 225	постановлением правительства рф от 16.04.2003 № 225 	 5 	 Система Госзаказ
постановлением государственного комитета российской федерации по строительству и жилищно-коммунальному комплексу от 21 августа 2003 года № 153,	Вопрос: постановлением государственного комитета российской федерации по строительству и жилищно-коммунальному комплексу от 21 августа 2003 года № 153 	 10 	 Система Управление многоквартирным домом
п. 10 ст. закона 22-фз от 18 июля 2006 № 109-фз	Вопрос: п. 10 ст. закона 22-фз от 18 июля 2006 № 109-фз 	 10 	 Система Управление многоквартирным домом
перевод на другую должность по желанию сотрудника	Перевод на другую должность по желанию сотрудника 	 2 	 Система Кадры
акт об исправлении технической ошибки	акт об исправлении технической ошибки 	 3 	 Система Юрист
сверка с военкоматом	сверка с военкоматом 	 2 	 Система Кадры
резервисты	Вопрос: резервисты 	 2 	 Система Кадры
образец заявление о прерывании отпуска после больничного	образец заявление о прерывании отпуска после больничного 	 2 	 Система Кадры
обозначение в табель пн	Вопрос: обозначение в табель пн 	 2 	 Система Кадры
надбавки за интенсивность труда как оформлять надбавки к зарплате и как из изменять	Надбавки за интенсивность труда как оформлять надбавки к зарплате и как из изменять 	 2 	 Система Кадры
какой показатель нормальной текучести кадров в нефтяной отрасли	какой показатель нормальной текучести кадров в нефтяной отрасли 	 2 	 Система Кадры
уведомление о работе в выходные дни	уведомление о работе в выходные дни 	 2 	 Система Кадры
как устроить иностранного гражданина азербайджан	как устроить иностранного гражданина азербайджан 	 2 	 Система Кадры
типовое положение обязательно ли применять	Вопрос: типовое положение обязательно ли применять 	 3 	 Система Юрист
если у сотрудника есть военный билет но не стоит на воинском учет	если у сотрудника есть военный билет но не стоит на воинском учет 	 2 	 Система Кадры
наставничество изменения	Вопрос: наставничество изменения 	 2 	 Система Кадры
пособие по уходу за ребенком	пособие по уходу за ребенком 	 2 	 Система Кадры
как понять являлся ли работник госслужащим	как понять являлся ли работник госслужащим 	 15 	 Система Госфинансы
новое основание по которому суд отменит сокращение	новое основание по которому суд отменит сокращение 	 3 	 Система Юрист
начало срока 62 тк рф	начало срока 62 тк рф 	 2 	 Система Кадры
согласие на предоставление песональных данных в учебный центр	согласие на предоставление песональных данных в учебный центр 	 7 	 Система Образование
заработная плата это	заработная плата это 	 2 	 Система Кадры
отстранение водителя от работы по здоровью	отстранение водителя от работы по здоровью 	 2 	 Система Кадры
перевод с полной ставки на 0,5 ставки	Вопрос: перевод с полной ставки на 0,5 ставки 	 2 	 Система Кадры
отказ в приеме на работу	Вопрос: отказ в приеме на работу 	 2 	 Система Кадры
входит ли в стаж отпуск по уходу за ребенком до 3 лет	Вопрос: входит ли в стаж отпуск по уходу за ребенком до 3 лет 	 2 	 Система Кадры
постановление правительства	постановление правительства 	 5 	 Система Госзаказ
адреса военкоматов	адреса военкоматов 	 2 	 Система Кадры
за какое время нужно уведомить сотрудника о переходе в смену при его согласии	Вопрос: за какое время нужно уведомить сотрудника о переходе в смену при его согласии 	 2 	 Система Кадры
выполнение квоты по инвалидам в 2025 году	выполнение квоты по инвалидам в 2025 году 	 2 	 Система Кадры
можно ли переводить с одного срочного договора на другой срочный тд	можно ли переводить с одного срочного договора на другой срочный тд 	 2 	 Система Кадры
увольнение по сокращению досрочно	увольнение по сокращению досрочно 	 2 	 Система Кадры
фз-53	фз-53 	 5 	 Система Госзаказ
наставничество дополнительное соглашение к трудовому договору	Вопрос: наставничество дополнительное соглашение к трудовому договору 	 2 	 Система Кадры
режим работы по 12 часов ежедневно две недели подряд затем выходные	Вопрос: режим работы по 12 часов ежедневно две недели подряд затем выходные 	 2 	 Система Кадры
заявление о переходе на электронную трудовую книжку	заявление о переходе на электронную трудовую книжку 	 2 	 Система Кадры
список опасных профессий	Система Охрана труда 	 6 	 Система Охрана труда
приказ временный перевод	Приказ временный перевод 	 2 	 Система Кадры
книга по учету бланков специального воинского учета , военных билетов и личных карточек № 11	книга по учету бланков специального воинского учета, военных билетов и личных карточек 	 2 	 Система Кадры
оформление отпуска вследствие катастрофы на чернобыльской аэс	оформление отпуска вследствие катастрофы на чернобыльской аэс 	 2 	 Система Кадры
1.приказ о применении дисциплинарного взыскания	1.приказ о применении дисциплинарного взыскания 	 2 	 Система Кадры
стд-р бланк	Вопрос: стд-р бланк 	 8 	 Система Медицина
инженеры ремонты	инженеры ремонты 	 10 	 Система Управление многоквартирным домом
медосмотры	медосмотры 	 8 	 Система Медицина
какие документы нужны для назначения досрочной пенсии телефонистам мтс	какие документы нужны для назначения досрочной пенсии телефонистам мтс 	 2 	 Система Кадры
дистанционная работа.	Вопрос: дистанционная работа 	 2 	 Система Кадры
обязательна ли медкнижка для водителя автомобиля	Вопрос: обязательна ли медкнижка для водителя автомобиля 	 8 	 Система Медицина
как организовать обучение новичков в период адаптации	как организовать обучение новичков в период адаптации 	 2 	 Система Кадры
можно ли переоформить на отца пособие до 1,5 лет если до этого получала мать,	Вопрос: можно ли переоформить на отца пособие до 1,5 лет если до этого получала мать 	 2 	 Система Кадры
приказ 29н медосмотры	Приказ 29н медосмотры 	 8 	 Система Медицина
выгрузка железобетонных изделий выполняются по наряд-допуску	Вопрос: выгрузка железобетонных изделий выполняются по наряд-допуску 	 14 	 Система Промбезопасность
график сменности и	график отпусков 	 2 	 Система Кадры
акт о посещении места жительства	акт о посещении места жительства 	 3 	 Система Юрист
несоответствие цели въезда	Вопрос: несоответствие цели въезда 	 3 	 Система Юрист
нужно ли согласие сотрудника на передачу его данных для обязательного обучения по охране труда в учебный центр	нужно ли согласие сотрудника на передачу его данных для обязательного обучения по охране труда в учебный центр 	 6 	 Система Охрана труда
систем управления охраной труда	Системы управления охраной труда 	 6 	 Система Охрана труда
правила внутреннего трудового распорядка	Правила внутреннего трудового распорядка 	 2 	 Система Кадры
виды образования	Вопрос: виды образования 	 7 	 Система Образование
поездка в социальный фонд командировка	поездка в социальный фонд командировка 	 1 	 Система Бухгалтер
условия в положение о премирование почему не платить сотруднику	Условия в положение о премировании почему не платить сотруднику 	 2 	 Система Кадры
заявление на перенос отпуска с последующим увольнением	заявление на перенос отпуска с последующим увольнением 	 2 	 Система Кадры
дополнительные выходные дни оплачиваемые	дополнительные выходные дни оплачиваемые 	 2 	 Система Кадры
как правильно оформить премирование по показателям эффективности	как правильно оформить премирование по показателям эффективности 	 12 	 Система Продажи
положение о проведении аттестации работников	положение о проведении аттестации работников 	 2 	 Система Кадры
увольнение в порядке перевода даты	увольнение в порядке перевода 	 2 	 Система Кадры
на основании каких документов можно делать запись в дубликат трудовой книжки	Вопрос: на основании каких документов можно делать запись в дубликат трудовой книжки 	 2 	 Система Кадры
как приостановить сокращение	как приостановить сокращение 	 2 	 Система Кадры
1899 постановление	1899 постановление 	 5 	 Система Госзаказ
статус страхового лица с видом на жительство	Статус страхового лица с видом на жительство 	 2 	 Система Кадры
график сменности при 36 часовой неделе в нхл	Вопрос: график сменности при 36 часовой неделе в нхл 	 2 	 Система Кадры
перечень должностей военнообязанных	Вопрос: перечень должностей военнообязанных 	 2 	 Система Кадры
корешок направление на постановку на воинский учет	корешок направление на постановку на воинский учет 	 2 	 Система Кадры
